IPEDS_ID,School,Longitude,Latitude,Programslist
109651, Art Center College of Design,-118.185102,34.169031,"Architectural and Building Sciences/Technology, Animation/Interactive Technology/Video Graphics/Special Effects, Computer Software and Media Applications (Other), Automotive Engineering Technology/Technician, EngineeringRelated Fields (Other), Cinematography and Film/Video Production, Commercial and Advertising Art, Fine/Studio Arts (General), Graphic Design, Illustration, Photography"
109785, Azusa Pacific University,-117.888375,34.130047,"Area Studies (Other), Biochemistry, Biology/Biological Sciences (General), Biotechnology, Accounting, Business Administration and Management (General), Business/Commerce (General), Entrepreneurship/Entrepreneurial Studies, International Business/Trade/Commerce, Marketing (Other), Organizational Behavior Studies, Organizational Leadership, Communication Management and Strategic Communications, Digital Communication and Media/Multimedia, Journalism, Organizational Communication (General), Speech Communication and Rhetoric, Animation/Interactive Technology/Video Graphics/Special Effects, Computer and Information Sciences (General), Computer Science, Art Teacher Education, Counselor Education/School Counseling and Guidance Services, Education (General), Educational Leadership and Administration (General), Educational/Instructional Technology, Higher Education/Higher Education Administration, Physical Education Teaching and Coaching, School Librarian/School Library Media Specialist, Teaching English as a Second or Foreign Language/ESL Language Instructor, Urban Education and Leadership, Engineering (General), English Language and Literature (General), Spanish Language and Literature, Athletic Training/Trainer, Physical Therapy/Therapist, Public Health (General), Registered Nursing/Registered Nurse, History (General), Criminal Justice/Law Enforcement Administration, Humanities/Humanistic Studies, Liberal Arts and Sciences/Liberal Studies, Applied Mathematics (Other), Mathematics (General), Statistics (General), Biological and Physical Sciences, Multi/Interdisciplinary Studies (Other), Exercise Science and Kinesiology, Philosophy, Chemistry (General), Physics (General), Counseling Psychology, Psychology (General), Psychology (Other), Research and Experimental Psychology (Other), School Psychology, Public Administration, Social Work, Criminology, Economics (General), International Relations and Affairs, Political Science and Government (General), Social Sciences (General), Social Sciences (Other), Sociology (General), Bible/Biblical Studies, Divinity/Ministry, Religious Education, Religious Music and Worship (Other), Theology and Religious Vocations (Other), Theology/Theological Studies, Youth Ministry, Art History/Criticism and Conservation, Art/Art Studies (General), Cinematography and Film/Video Production, Design and Visual Communications (General), Game and Interactive Media Design, Music Theory and Composition, Music (General), Playwriting and Screenwriting, Visual and Performing Arts (General)"
110060, Bethesda University,-117.941323,33.842295,"Business Administration and Management (General), Early Childhood Education and Teaching, Bible/Biblical Studies, Divinity/Ministry, Religious Education, Music (General)"
110097, Biola University,-118.014374,33.906203,"Biochemistry, Biology/Biological Sciences (General), Biomedical Sciences (General), Accounting, Business Administration and Management (General), Business/Commerce (General), NonProfit/Public/Organizational Management, Journalism, Public Relations/Advertising/Applied Communication, Public Relations/Image Management, Speech Communication and Rhetoric, Computer Science, Biology Teacher Education, Curriculum and Instruction, Early Childhood Education and Teaching, Education (General), Elementary Education and Teaching, Multicultural Education, Physical Education Teaching and Coaching, Special Education and Teaching (General), Teaching English as a Second or Foreign Language/ESL Language Instructor, Engineering Physics/Applied Physics, English Language and Literature (General), Spanish Language and Literature, Communication Sciences and Disorders (General), Health and Wellness (General), Public Health Education and Promotion, Registered Nursing/Registered Nurse, SpeechLanguage Pathology/Pathologist, History (General), Mathematics (General), Intercultural/Multicultural and Diversity Studies, Multi/Interdisciplinary Studies (General), Peace Studies and Conflict Resolution, Exercise Science and Kinesiology, Philosophy, Philosophy and Religious Studies (Other), Chemistry (General), Physics (General), Applied Psychology, Clinical Psychology, Psychology (General), Political Science and Government (General), Sociology (General), Bible/Biblical Studies, Divinity/Ministry, Missions/Missionary Studies, Pastoral Studies/Counseling, Religious Education, Religious/Sacred Music, Theological and Ministerial Studies (Other), Theology and Religious Vocations (Other), Theology/Theological Studies, Cinematography and Film/Video Production, Design and Visual Communications (General), Drama and Dramatics/Theatre Arts (General), Fine/Studio Arts (General), Game and Interactive Media Design, Music Pedagogy, Music Performance (General), Music Theory and Composition, Music (Other)"
110316, California Institute of Integral Studies,-122.416102,37.774924,"Women's Studies, Acupuncture and Oriental Medicine, Health and Wellness (General), Cultural Studies/Critical Theory and Analysis, Multi/Interdisciplinary Studies (Other), Philosophy and Religious Studies (Other), Clinical Psychology, Counseling Psychology, Psychology (General), Research and Experimental Psychology (Other), Transpersonal/Spiritual Psychology, Fine Arts and Art Studies (Other)"
110361, California Baptist University,-117.425619,33.929321,"Architecture, Biochemistry/Biophysics and Molecular Biology (Other), Biology/Biological Sciences (General), Biomedical Sciences (General), Exercise Physiology and Kinesiology, Accounting, Business Administration and Management (General), Business/Commerce (General), Entrepreneurship/Entrepreneurial Studies, Finance (General), International Business/Trade/Commerce, Marketing/Marketing Management (General), Organizational Leadership, Communication Management and Strategic Communications, Journalism, Public Relations/Advertising/Applied Communication, Speech Communication and Rhetoric, Computer Science, Computer/Information Technology Services Administration and Management (Other), Information Technology, Network and System Administration/Administrator, Counselor Education/School Counseling and Guidance Services, Early Childhood Education and Teaching, Education (General), Higher Education/Higher Education Administration, Music Teacher Education, Bioengineering and Biomedical Engineering, Chemical Engineering, Civil Engineering (General), Computer Software Engineering, Construction Engineering, Electrical and Computer Engineering, Engineering (General), Mechanical Engineering, English Language and Literature (General), Spanish Language and Literature, Athletic Training/Trainer, Communication Sciences and Disorders (General), Health Services/Allied Health/Health Sciences (General), Health/Health Care Administration/Management, Medical Radiologic Technology/Science Radiation Therapist, Nursing Practice, Physician Assistant, PreArt Therapy, Public Health (General), Registered Nursing/Registered Nurse, SpeechLanguage Pathology/Pathologist, History (General), Criminal Justice/Law Enforcement Administration, Cybersecurity Defense Strategy/Policy, Liberal Arts and Sciences/Liberal Studies, Applied Mathematics (General), Applied Statistics (General), Mathematics (General), Behavioral Sciences, Data Analytics (Other), International/Globalization Studies, Multi/Interdisciplinary Studies (Other), Nutrition Sciences, Environmental Science, Exercise Science and Kinesiology, Sport and Fitness Administration/Management, Christian Studies, Philosophy, Chemistry (General), Forensic Chemistry, Clinical Psychology, Counseling Psychology, Forensic Psychology, Industrial and Organizational Psychology, Performance and Sport Psychology, Psychology (General), School Psychology, Human Services (General), Public Administration, Social Work, Anthropology (Other), Political Science and Government (General), Sociology (General), Bible/Biblical Studies, Missions/Missionary Studies, Pastoral Studies/Counseling, Worship Ministry, Air Transportation (Other), Airline/Commercial/Professional Pilot and Flight Crew, Aviation/Airway Management and Operations, Art/Art Studies (General), Comedy Writing and Performance, Drama and Dramatics/Theatre Arts (General), Film/Cinema/Media Studies, Graphic Design, Illustration, Interior Design, Keyboard Instruments, Music Performance (General), Music Technology, Music Theory and Composition, Music (General), Photography, Technical Theatre/Theatre Design and Technology"
110404, California Institute of Technology,-118.125878,34.137349,"Biochemistry and Molecular Biology, Biology/Biological Sciences (General), Neurobiology and Neurosciences (Other), Neuroscience, Business/Managerial Economics, Computer Science, Information Science/Studies, Aerospace/Aeronautical/Astronautical/Space Engineering (General), Bioengineering and Biomedical Engineering, Chemical Engineering, Civil Engineering (General), Electrical and Electronics Engineering, Engineering Mechanics, Engineering Physics/Applied Physics, Engineering (General), Environmental/Environmental Health Engineering, Materials Engineering, Mechanical Engineering, Systems Engineering, Computational Mathematics, Mathematics (General), Mathematics and Computer Science, Astrophysics, Chemistry (General), Geochemistry, Geology/Earth Science (General), Geophysics and Seismology, Physics (General), Planetary Astronomy and Science, Econometrics and Quantitative Economics"
110413, California Lutheran University,-118.878924,34.224566,"Ethnic Studies, Biochemistry, Biology/Biological Sciences (General), Accounting, Business Administration and Management (General), Entrepreneurship/Entrepreneurial Studies, Finance (General), Financial Planning and Services, Hospitality Administration/Management (General), Information Resources Management, International Business/Trade/Commerce, Management Science, Marketing/Marketing Management (General), Organizational Behavior Studies, Organizational Leadership, Communication Management and Strategic Communications, Speech Communication and Rhetoric, Computer Science, Information Science/Studies, Information Technology, College Student Counseling and Personnel Services, Counselor Education/School Counseling and Guidance Services, Education (General), Education/Teaching of Individuals with Hearing Impairments Including Deafness, Educational Leadership and Administration (General), Higher Education/Higher Education Administration, Special Education and Teaching (General), English Language and Literature (General), Spanish Language and Literature, Marriage and Family Therapy/Counseling, History (General), Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Multi/Interdisciplinary Studies (General), Environmental Science, Exercise Science and Kinesiology, Sport and Fitness Administration/Management, Philosophy, Religion/Religious Studies, Chemistry (General), Geology/Earth Science (General), Physics (General), Clinical Psychology, Psychology (General), Public Policy Analysis (General), Criminology, Econometrics and Quantitative Economics, Economics (General), International Relations and Affairs, Political Science and Government (General), Sociology (General), Divinity/Ministry, Art/Art Studies (General), Cinematography and Film/Video Production, Drama and Dramatics/Theatre Arts (General), Intermedia/Multimedia, Music Technology, Music (General)"
110422, California Polytechnic State University-San Luis Obispo,-120.657311,35.299513,"Agribusiness/Agricultural Business Operations, Agricultural Communication/Journalism, Agricultural Mechanization (General), Agriculture (General), Agronomy and Crop Science, Animal Sciences (General), Dairy Science, Food Science, Ornamental Horticulture, Viticulture and Enology, Architectural and Building Sciences/Technology, Architecture, City/Urban/Community/Regional Planning, Landscape Architecture, Ethnic/Cultural Minority/Gender/Group Studies (Other), Biochemistry, Biology/Biological Sciences (General), Microbiology (General), Accounting, Business Administration and Management (General), Construction Management (General), Management Science, Taxation, Journalism, Speech Communication and Rhetoric, Graphic Communications (General), Computer Science, Agricultural Teacher Education, College Student Counseling and Personnel Services, Curriculum and Instruction, Early Childhood Education and Teaching, Educational Leadership and Administration (General), Special Education and Teaching (General), Aerospace/Aeronautical/Astronautical/Space Engineering (General), Agricultural Engineering, Architectural Engineering, Bioengineering and Biomedical Engineering, Civil Engineering (General), Civil Engineering (Other), Computer Engineering (General), Computer Software Engineering, Electrical and Electronics Engineering, Engineering Science, Environmental/Environmental Health Engineering, Industrial Engineering, Manufacturing Engineering, Materials Engineering, Mechanical Engineering, Engineering/Industrial Management, Industrial Technology/Technician, Packaging Science, English Language and Literature (General), Foreign Languages and Literatures (General), Spanish Language and Literature, Public Health (General), History (General), Fire Protection (Other), Liberal Arts and Sciences (General) Studies and Humanities (Other), Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Statistics (General), Marine Sciences, Multi/Interdisciplinary Studies (Other), Nutrition Sciences, Environmental Science, Environmental/Natural Resources Management and Policy (Other), Forestry (General), Parks/Recreation/Leisure Studies, Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Chemistry (General), Geological and Earth Sciences/Geosciences (Other), Physics (General), Polymer Chemistry, Psychology (General), Public Policy Analysis (General), Econometrics and Quantitative Economics, Economics (General), Political Science and Government (General), Social Sciences (Other), Sociology (General), Drama and Dramatics/Theatre Arts (General), Fine/Studio Arts (General), Music (General)"
110486, California State University-Bakersfield,-119.104711,35.350005,"Agribusiness/Agricultural Business Operations, Biochemistry, Biological and Biomedical Sciences (Other), Biology/Biological Sciences (General), Business Administration and Management (General), Speech Communication and Rhetoric, Computer Science, Counselor Education/School Counseling and Guidance Services, Early Childhood Education and Teaching, Education (General), Educational Leadership and Administration (General), Computer Engineering (General), Electrical and Electronics Engineering, Engineering Science, English Language and Literature (General), Spanish Language and Literature, Health/Health Care Administration/Management, Registered Nursing/Registered Nurse, History (General), Criminal Justice/Safety Studies, Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Multi/Interdisciplinary Studies (Other), Natural Sciences, Environmental/Natural Resources Management and Policy (Other), Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Religion/Religious Studies, Chemistry (General), Geology/Earth Science (General), Physics (General), Counseling Psychology, Psychology (General), Public Administration, Social Work, Anthropology (General), Economics (General), Political Science and Government (General), Sociology (General), Art/Art Studies (General), Drama and Dramatics/Theatre Arts (General), Music (General)"
110495, California State University-Stanislaus,-120.852511,37.52577,"Agriculture (General), Ethnic/Cultural Minority/Gender/Group Studies (Other), Biology/Biological Sciences (General), Business Administration and Management (General), Organizational Leadership, Communication and Media Studies (Other), Speech Communication and Rhetoric, Computer Science, Community College Administration, Early Childhood Education and Teaching, Education (General), Educational Leadership and Administration (General), English Language and Literature (General), Spanish Language and Literature, Health Services/Allied Health/Health Sciences (General), Public Health Education and Promotion, Registered Nursing/Registered Nurse, History (General), Criminal Justice/Safety Studies, Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Cognitive Science (General), Multi/Interdisciplinary Studies (Other), Exercise Science and Kinesiology, Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Chemistry (General), Geology/Earth Science (General), Physical Sciences (General), Physics (General), Psychology (General), Public Administration, Social Work, Anthropology (General), Economics (General), Geography, Political Science and Government (General), Social Sciences (General), Sociology (General), Art History/Criticism and Conservation, Art/Art Studies (General), Drama and Dramatics/Theatre Arts (General), Fine/Studio Arts (General), Music Performance (General), Music (General)"
110510, California State University-San Bernardino,-117.323801,34.182622,"Bioinformatics, Biology/Biological Sciences (General), Accounting, Business Administration and Management (General), Entrepreneurship/Entrepreneurial Studies, Speech Communication and Rhetoric, Computer and Information Sciences/ Other, Computer Science, Information Technology, Community College Administration, Counselor Education/School Counseling and Guidance Services, Early Childhood Education and Teaching, Education (General), Educational Leadership and Administration (General), Educational/Instructional Technology, Special Education and Teaching (General), Teaching English as a Second or Foreign Language/ESL Language Instructor, Trade and Industrial Teacher Education, Computer Engineering (General), English Language and Literature (General), Writing (General), Child Development, Human Development and Family Studies (General), Arabic Language and Literature, Spanish Language and Literature, Environmental Health, Health Services Administration, Health Services/Allied Health/Health Sciences (General), Health/Health Care Administration/Management, Public Health (General), Registered Nursing/Registered Nurse, Vocational Rehabilitation Counseling/Counselor, History (General), Public/Applied History, Criminal Justice/Safety Studies, Law Enforcement Intelligence Analysis, Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Cultural Resource Management and Policy Analysis, International/Globalization Studies, Multi/Interdisciplinary Studies (Other), Nutrition Sciences, Environmental Science, Environmental Studies, Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Chemistry (General), Geology/Earth Science (General), Physics (General), Clinical Psychology, Psychology (General), Research and Experimental Psychology (Other), School Psychology, Public Administration, Social Work, Social Work (Other), Anthropology (General), Economics (General), International Relations and National Security Studies (Other), National Security Policy Studies, Political Economy, Political Science and Government (General), Social Sciences (General), Sociology (General), Art History/Criticism and Conservation, Art/Art Studies (General), Design and Applied Arts (Other), Drama and Dramatics/Theatre Arts (General), Fine/Studio Arts (General), Music Performance (General), Music (General)"
110529, California State Polytechnic University-Pomona,-117.821476,34.057912,"Agribusiness/Agricultural Business Operations, Agriculture (General), Animal Sciences (General), Food Science, Plant Protection and Integrated Pest Management, Veterinary/Animal Health Technology/Technician and Veterinary Assistant, Architecture, City/Urban/Community/Regional Planning, Interior Architecture, Landscape Architecture, Ethnic/Cultural Minority/Gender/Group Studies (Other), Biology/Biological Sciences (General), Biotechnology, Environmental Biology, Zoology/Animal Biology, Accounting, Business Administration and Management (General), Hospitality Administration/Management (General), Management Science, Speech Communication and Rhetoric, Computer Science, Information Technology, Agricultural Teacher Education, Education (General), Education (Other), Educational Leadership and Administration (General), Aerospace/Aeronautical/Astronautical/Space Engineering (General), Chemical Engineering, Civil Engineering (General), Computer Engineering (General), Electrical and Electronics Engineering, Engineering (General), Industrial Engineering, Manufacturing Engineering, Materials Engineering, Mechanical Engineering, Systems Engineering, Construction Engineering Technology/Technician, Electrical/Electronic/Communications Engineering Technology/Technician, Engineering/Industrial Management, Mechanical/Mechanical Engineering Technology/Technician, English Language and Literature (General), Apparel and Textiles (General), Spanish Language and Literature, History (General), Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Nutrition Sciences, Science/Technology and Society, Natural Resources Conservation and Research (Other), Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Chemistry (General), Geology/Earth Science (General), Physics (General), Psychology (General), Public Administration, Anthropology (General), Criminology, Economics (General), Geography, Political Science and Government (General), Sociology (General), Art History/Criticism and Conservation, Drama and Dramatics/Theatre Arts (General), Graphic Design, Music (General)"
110538, California State University-Chico,-121.844859,39.729712,"Agribusiness/Agricultural Business Operations, Agriculture (General), Agronomy and Crop Science, Animal Sciences (General), Asian Studies/Civilization, Ethnic/Cultural Minority/Gender/Group Studies (Other), HispanicAmerican/Puerto Rican/MexicanAmerican/Chicano Studies, Latin American Studies, Biochemistry, Biology/Biological Sciences (General), Microbiology (General), Business Administration and Management (General), Journalism, Radio and Television, Speech Communication and Rhetoric, Computer Science, Information Technology, Agricultural Teacher Education, Early Childhood Education and Teaching, Education (General), Foreign Language Teacher Education, Mathematics Teacher Education, Teacher Education and Professional Development/Specific Levels and Methods (Other), Civil Engineering (General), Computer Engineering (General), Electrical and Electronics Engineering, Engineering (Other), Mechanical Engineering, Construction Engineering Technology/Technician, Engineering/Industrial Management, EngineeringRelated Fields (Other), Manufacturing Engineering Technology/Technician, English Language and Literature (General), French Language and Literature, German Language and Literature, Spanish Language and Literature, Communication Sciences and Disorders (General), Health Services Administration, Health Services/Allied Health/Health Sciences (General), Public Health (General), Registered Nursing/Registered Nurse, SpeechLanguage Pathology/Pathologist, History (General), Criminal Justice/Safety Studies, Humanities/Humanistic Studies, Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Multi/Interdisciplinary Studies (Other), Natural Sciences, Nutrition Sciences, Environmental Science, Exercise Science and Kinesiology, Parks/Recreation/Leisure Studies, Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Religion/Religious Studies, Chemistry (General), Geological and Earth Sciences/Geosciences (Other), Geology/Earth Science (General), Physics (General), Psychology (General), Public Administration, Social Work, Anthropology (General), Economics (General), Geography, International Relations and Affairs, Political Science and Government (General), Social Sciences (General), Sociology (General), Art/Art Studies (General), Design and Visual Communications (General), Drama and Dramatics/Theatre Arts (General), Fine/Studio Arts (General), Game and Interactive Media Design, Music (General), Musical Theatre"
110547, California State University-Dominguez Hills,-118.255917,33.864766,"AfricanAmerican/Black Studies, HispanicAmerican/Puerto Rican/MexicanAmerican/Chicano Studies, Women's Studies, Biochemistry, Biology/Biological Sciences (General), Business Administration and Management (General), Business/Management/Marketing/Related Support Services (Other), Labor Studies, Digital Communication and Media/Multimedia, Journalism, Public Relations/Image Management, Speech Communication and Rhetoric, Recording Arts Technology/Technician, Computer and Information Sciences/ Other, Computer and Information Systems Security/Auditing/Information Assurance, Computer Science, Information Technology, Counselor Education/School Counseling and Guidance Services, Early Childhood Education and Teaching, Education (General), Educational Leadership and Administration (General), Special Education and Teaching (General), Quality Control Technology/Technician, English Language and Literature (General), Spanish Language and Literature, Clinical Laboratory Science/Medical Technology/Technologist, Health Services/Allied Health/Health Sciences (General), Marriage and Family Therapy/Counseling, Occupational Therapy/Therapist, Radiologic Technology/Science Radiographer, Registered Nursing/Registered Nurse, History (General), Criminal Justice/Safety Studies, Liberal Arts and Sciences (General) Studies and Humanities (Other), Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Behavioral Sciences, Multi/Interdisciplinary Studies (Other), Peace Studies and Conflict Resolution, Environmental Science, Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Chemistry (General), Geological and Earth Sciences/Geosciences (Other), Physics (General), Psychology (General), Human Services (General), Public Administration, Social Work, Anthropology (General), Geography, Political Science and Government (General), Sociology (General), Art/Art Studies (General), Cinematography and Film/Video Production, Dance (General), Design and Applied Arts (Other), Drama and Dramatics/Theatre Arts (General), Film/Cinema/Media Studies, Music (General)"
110556, California State University-Fresno,-119.744569,36.811154,"Agribusiness/Agricultural Business Operations, Agricultural/Animal/Plant/Veterinary Science and Related Fields (Other), Animal Sciences (General), Food Science, Plant Protection and Integrated Pest Management, Viticulture and Enology, Architecture, City/Urban/Community/Regional Planning, AfricanAmerican/Black Studies, Deaf Studies, HispanicAmerican/Puerto Rican/MexicanAmerican/Chicano Studies, Women's Studies, Biochemistry, Biology/Biological Sciences (General), Biotechnology, Business Administration and Management (General), Construction Management (General), Journalism, Speech Communication and Rhetoric, Computer Science, Agricultural Teacher Education, Community College Administration, Counselor Education/School Counseling and Guidance Services, Early Childhood Education and Teaching, Education (General), Education/Teaching of Individuals with Hearing Impairments Including Deafness, Educational Leadership and Administration (General), English/Language Arts Teacher Education, Higher Education/Higher Education Administration, Reading Teacher Education, Special Education and Teaching (General), Teacher Education and Professional Development/Specific Levels and Methods (Other), Civil Engineering (General), Computer Engineering (General), Electrical and Electronics Engineering, Engineering (General), Mechanical Engineering, Construction Engineering Technology/Technician, Industrial Technology/Technician, Surveying Technology/Surveying, Creative Writing, English Language and Literature (General), Apparel and Textiles (General), Child Development, Family and Consumer Sciences/Human Sciences (General), French Language and Literature, Linguistics, Spanish Language and Literature, Athletic Training/Trainer, Communication Sciences and Disorders (General), Health Services/Allied Health/Health Sciences (General), Physical Therapy/Therapist, Public Health (General), Registered Nursing/Registered Nurse, Vocational Rehabilitation Counseling/Counselor, History (General), Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Cognitive Science (General), Multi/Interdisciplinary Studies (Other), Nutrition Sciences, Environmental Science, Parks/Recreation/Leisure Studies, Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Chemistry (General), Geology/Earth Science (General), Hydrology and Water Resources Science, Physical Sciences (General), Physics (General), Forensic Psychology, Psychology (General), School Psychology, Public Administration, Social Work, Anthropology (General), Criminology, Economics (General), Geography, Political Science and Government (General), Sociology (General), Art/Art Studies (General), Drama and Dramatics/Theatre Arts (General), Graphic Design, Interior Design, Music (General)"
110565, California State University-Fullerton,-117.885446,33.881506,"American/United States Studies/Civilization, Ethnic/Cultural Minority/Gender/Group Studies (Other), Women's Studies, Biochemistry, Biology/Biological Sciences (General), Accounting, Business Administration and Management (General), International Business/Trade/Commerce, Taxation, Radio and Television, Speech Communication and Rhetoric, Computer Science, Information Technology, Community College Administration, Counselor Education/School Counseling and Guidance Services, Early Childhood Education and Teaching, Education (General), Educational Leadership and Administration (General), Educational/Instructional Technology, Civil Engineering (General), Computer Engineering (General), Computer Software Engineering, Electrical and Electronics Engineering, Environmental/Environmental Health Engineering, Mechanical Engineering, English Language and Literature (General), Comparative Literature, Japanese Language and Literature, Linguistics, Spanish Language and Literature, Athletic Training/Trainer, Communication Sciences and Disorders (General), Health Services/Allied Health/Health Sciences (General), Nursing Practice, Public Health (General), Registered Nursing/Registered Nurse, History (General), Criminal Justice/Safety Studies, Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Statistics (General), Gerontology, Environmental Science, Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Religion/Religious Studies, Chemistry (General), Geological and Earth Sciences/Geosciences (Other), Geology/Earth Science (General), Physics (General), Psychology (General), Human Services (General), Public Administration, Social Work, Anthropology (General), Econometrics and Quantitative Economics, Economics (General), Geography, Political Science and Government (General), Sociology (General), Art/Art Studies (General), Dance (General), Drama and Dramatics/Theatre Arts (General), Fine/Studio Arts (General), Music Performance (General), Music (General), Playwriting and Screenwriting"
110574, California State University-East Bay,-122.054135,37.657694,"Ethnic/Cultural Minority/Gender/Group Studies (Other), Biochemistry, Biology/Biological Sciences (General), Biostatistics, Accounting, Business Administration and Management (General), Construction Management (General), Hospitality Administration/Management (Other), Management Science, Digital Communication and Media/Multimedia, Speech Communication and Rhetoric, Computer Science, Counselor Education/School Counseling and Guidance Services, Curriculum and Instruction, Early Childhood Education and Teaching, Education (General), Educational Leadership and Administration (General), Educational/Instructional Technology, Reading Teacher Education, Special Education and Teaching (General), Teaching English as a Second or Foreign Language/ESL Language Instructor, Computer Engineering (General), Industrial Engineering, Engineering/Industrial Management, English Language and Literature (General), Human Development and Family Studies (General), Spanish Language and Literature, Communication Sciences and Disorders (General), Health Services/Allied Health/Health Sciences (General), Health/Health Care Administration/Management, Registered Nursing/Registered Nurse, History (General), Criminal Justice/Safety Studies, Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Statistics (General), International/Globalization Studies, Environmental Science, Environmental Studies, Parks/Recreation/Leisure Studies, Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Chemistry (General), Geological and Earth Sciences/Geosciences (Other), Geology/Earth Science (General), Physics (General), Psychology (General), Public Administration, Social Work, Anthropology (General), Economics (General), Geography, Political Science and Government (General), Sociology (General), Art/Art Studies (General), Drama and Dramatics/Theatre Arts (General), Fine/Studio Arts (General), Music (General)"
110583, California State University-Long Beach,-118.11204,33.782818,"AfricanAmerican/Black Studies, American/United States Studies/Civilization, Asian Studies/Civilization, AsianAmerican Studies, Deaf Studies, East Asian Studies, HispanicAmerican/Puerto Rican/MexicanAmerican/Chicano Studies, Italian Studies, Women's Studies, Biochemistry, Biology/Biological Sciences (General), Marine Biology and Biological Oceanography, Microbiology (General), Accounting, Business Administration and Management (General), Business/Managerial Economics, Hospitality Administration/Management (General), Management Sciences and Quantitative Methods (Other), Journalism, Public Relations/Image Management, Speech Communication and Rhetoric, Computer Science, Community College Administration, Counselor Education/School Counseling and Guidance Services, Education (General), Educational Leadership and Administration (General), Science Teacher Education/General Science Teacher Education, Special Education and Teaching (General), Aerospace/Aeronautical/Astronautical/Space Engineering (General), Bioengineering and Biomedical Engineering, Chemical Engineering, Civil Engineering (General), Computer Engineering (General), Electrical and Electronics Engineering, Engineering (General), Mechanical Engineering, Computer Engineering Technology/Technician, Construction Engineering Technology/Technician, Electrical/Electronic/Communications Engineering Technology/Technician, Creative Writing, English Language and Literature (General), Apparel and Textiles (General), Family and Consumer Sciences/Human Sciences (General), Human Development and Family Studies (General), Classics and Classical Languages/Literatures/Linguistics (General), Comparative Literature, French Language and Literature, German Language and Literature, Japanese Language and Literature, Language Interpretation and Translation, Linguistics, Spanish Language and Literature, Athletic Training/Trainer, Health Services/Allied Health/Health Sciences (General), Health/Health Care Administration/Management, Physical Therapy/Therapist, Public Health (General), Registered Nursing/Registered Nurse, SpeechLanguage Pathology/Pathologist, History (General), Criminal Justice/Safety Studies, Homeland Security/Law Enforcement/Firefighting and Related Protective Services (Other), Liberal Arts and Sciences/Liberal Studies, Mathematics (General), Statistics (Other), Gerontology, International/Globalization Studies, Nutrition Sciences, Environmental Science, Parks/Recreation/Leisure Studies, Sport and Fitness Administration/Management, Sports/Kinesiology/Physical Education/Fitness (General), Philosophy, Religion/Religious Studies, Chemistry (General), Geological and Earth Sciences/Geosciences (Other), Geology/Earth Science (General), Physics (General), Counseling Psychology, Psychology (General), School Psychology, Public Administration, Social Work, Anthropology (General), Economics (General), Geographic Information Science and Cartography, Geography, Political Science and Government (General), Sociology (General), Art/Art Studies (General), Dance (General), Design and Applied Arts (Other), Drama and Dramatics/Theatre Arts (General), Film/Cinema/Media Studies, Fine/Studio Arts (General), Industrial and Product Design, Interior Design, Music Performance (General), Music (General)"
